电影戏剧4gtv,#genre#
寰宇新闻[1080p],https://stream1.freetv.fun/huan-yu-xin-wen-1.m3u8
影迷数位电影[1080p],https://stream1.freetv.fun/ying-mi-shu-wei-dian-ying-11.m3u8
民视[1080p],https://stream1.freetv.fun/min-shi-10.m3u8
民视新闻[1080p],https://stream1.freetv.fun/min-shi-xin-wen-13.m3u8
民视新闻[1080p],https://stream1.freetv.fun/min-shi-xin-wen-12.m3u8
华视[1080p],https://stream1.freetv.fun/hua-shi-20.m3u8
民视新闻[1080p],https://stream1.freetv.fun/min-shi-xin-wen-5.m3u8
华视[1080p],https://stream1.freetv.fun/hua-shi-12.m3u8
华视[1080p],https://stream1.freetv.fun/hua-shi-18.m3u8
华视[1080p],https://stream1.freetv.fun/hua-shi-26.m3u8
华视[1080p],https://stream1.freetv.fun/hua-shi-3.m3u8
采昌影剧[1080p],https://stream1.freetv.fun/cai-chang-ying-ju-3.m3u8
采昌影剧[1080p],https://stream1.freetv.fun/cai-chang-ying-ju-1.m3u8
采昌影剧[1080p],https://stream1.freetv.fun/cai-chang-ying-ju-13.m3u8
采昌影剧[1080p],https://stream1.freetv.fun/cai-chang-ying-ju-8.m3u8
靖天[1080p],https://stream1.freetv.fun/jing-tian-guo-ji-15.m3u8
靖天[1080p],https://stream1.freetv.fun/jing-tian-guo-ji-16.m3u8
靖天育乐[1080p],https://stream1.freetv.fun/jing-tian-yu-le-7.m3u8
靖天育乐[1080p],https://stream1.freetv.fun/jing-tian-yu-le-8.m3u8
靖天资讯[1080p],https://stream1.freetv.fun/jing-tian-zi-xun-10.m3u8
靖天资讯[1080p],https://stream1.freetv.fun/jing-tian-zi-xun-12.m3u8
靖天资讯[1080p],https://stream1.freetv.fun/jing-tian-zi-xun-13.m3u8
靖天资讯[1080p],https://stream1.freetv.fun/jing-tian-zi-xun-14.m3u8
靖天资讯[1080p],https://stream1.freetv.fun/jing-tian-zi-xun-15.m3u8
靖洋戏剧[1080p],https://stream1.freetv.fun/jing-yang-xi-ju-11.m3u8
靖洋戏剧[1080p],https://stream1.freetv.fun/jing-yang-xi-ju-12.m3u8
翡翠台[1080p],http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct3
靖洋戏剧[1080p],https://stream1.freetv.fun/jing-yang-xi-ju-6.m3u8
靖洋戏剧[1080p],https://stream1.freetv.fun/jing-yang-xi-ju-3.m3u8
龙华电影[1080p],https://stream1.freetv.fun/long-hua-dian-ying-5.m3u8
寰宇新闻[1080p],http://222.128.55.152:9080/live/hy.m3u8
中天新闻[1080p],http://222.128.55.152:9080/live/fc.m3u8
台视新闻[1080p],https://stream1.freetv.fun/tai-shi-xin-wen-6.m3u8
东森新闻[720p],https://stream1.freetv.fun/dong-sen-xin-wen-1.m3u8
中天新闻[1080p],http://cdn.iptv8k.top/dl/jspd.php?id=1
TVB无线新闻[1080p],http://cdn.iptv8k.top/dl/jspd.php?id=2
频道,#genre#
台视新闻[1080p],https://stream1.freetv.fun/tai-shi-xin-wen-16.m3u8
台视新闻[720p],https://stream1.freetv.fun/tai-shi-xin-wen-2.m3u8
翡翠台[720p],http://r.jdshipin.com/qClQf
台视新闻[720p],https://stream1.freetv.fun/tai-shi-xin-wen-11.m3u8
寰宇新闻[720p],https://stream1.freetv.fun/huan-yu-xin-wen-4.m3u8
东森电影[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=231&time=20240926215313&ip=111.229.253.40
中天新闻[1080p],https://stream1.freetv.fun/zhong-tian-xin-wen-5.m3u8
人间卫视[720p],https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
民视[1080p],https://stream1.freetv.fun/min-shi-1.m3u8
东森超视[720p],https://stream1.freetv.fun/dong-sen-chao-shi-6.ctv
民视新闻[1080p],https://stream1.freetv.fun/min-shi-xin-wen-1.m3u8
TVB千禧经典[540p],http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
台视新闻[1080p],https://stream1.freetv.fun/tai-shi-xin-wen-5.m3u8
凤凰中文[720p],https://k44991.kylintv.tv/live/pxna_iphone.m3u8
TVB无线新闻[1080p],http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
凤凰资讯[720p],https://stream1.freetv.fun/feng-huang-zi-xun-1.m3u8
凤凰中文[720p],https://stream1.freetv.fun/feng-huang-zhong-wen-11.m3u8
TVB无线新闻[1080p],https://cdn.iptv8k.top/dl/jspd.php?id=2&time=20240926215313&ip=111.229.253.40
美亚电影[720p],https://stream1.freetv.fun/mei-ya-dian-ying-2.ctv
民视第一[1080p],https://stream1.freetv.fun/min-shi-di-yi-2.ctv
凤凰资讯[720p],https://stream1.freetv.fun/feng-huang-zi-xun-20.ctv
大爱二[720p],http://php.666230.xyz/smt.php?id=daai2_twn
东森洋片[720p],http://php.666230.xyz/smt.php?id=ettvwestern
龙华日韩[1080p],http://cdn8.163189.xyz/163189/lhrh
TVBS台剧[1080p],http://nmk.ioapk.com:5050/4gtv-live088/index.m3u8?proxy=true
大爱二[1080p],http://nmk.ioapk.com:5050/4gtv-live106/index.m3u8?proxy=true
龙华洋片[1080p],http://nmk.ioapk.com:5050/li-litv-longturn02/index.m3u8?proxy=true
影迷数位纪实[1080p],http://nmk.ioapk.com:5050/li-litv-ftv15/index.m3u8?proxy=true
影迷数位纪实[1080p],http://nmk.ioapk.com:5050/litv-ftv15/index.m3u8?proxy=true
龙华洋片[1080p],http://nmk.ioapk.com:5050/litv-longturn02/index.m3u8?proxy=true
AXNTaiwan[1080p],http://php.666230.xyz/smt.php?id=axn_twn
公视台语[720p],http://php.666230.xyz/smt.php?id=ctv2_twn
TVBS精采[1080p],http://nmk.ioapk.com:5050/li-4gtv-4gtv067/index.m3u8?proxy=true
寰宇财经[1080p],http://nmk.ioapk.com:5050/li-4gtv-4gtv158/index.m3u8?proxy=true
戏剧免费看1[1080p],http://nmk.ioapk.com:5050/4gtv-live010/index.m3u8?proxy=true
EYE戏剧[720p],http://php.666230.xyz/smt.php?id=eyetvxiju_twn
TVBS[1080p],http://php.666230.xyz/smt.php?id=tvbs
TVBS综艺[1080p],http://nmk.ioapk.com:5050/4gtv-live087/index.m3u8?proxy=true
寰宇财经[1080p],http://nmk.ioapk.com:5050/of-4gtv-4gtv158/index.m3u8?proxy=true
三立综合合[1080p],http://nmk.ioapk.com:5050/4gtv-live207/index.m3u8?proxy=true
TVB+[1080p],http://php.666230.xyz/smt.php?id=j2_twn
